Geração,Type,ID,Nome,Grupo,Vocal,Dance,Rap,Center,Visual,Especialidade,Conceito predominante,Pontos Fortes,Pontos Fracos
4,Idol,pixydajeong,Dajeong,PIXY,B,B,D,C,C,,Dark Fantasy / Girl Crush,Maknae com energia e sincronização sólidas,Projeção vocal moderada
5,Idol,primroseruby,Ruby,PRIMROSE,D,C,D,C,C,,Rap / Dance / Visual Hybrid,Rap e dança de alto nível / presença de palco muito boa,Técnica vocal principal com mais espaço para crescimento
5,Idol,primroserainie,Rainie,PRIMROSE,D,C,D,C,C,,Vocal / International Pop,Visual forte / apoio vocal sólido,Rap e dança com menor destaque
5,Idol,primrosenahyun,Nahyun,PRIMROSE,B,B,D,B,B,,Main Vocal / Pop Ballad,Vocal líder forte / técnica refinada,Dança e rap menos dominantes
5,Idol,primrosehayun,Hayun,PRIMROSE,C,C,D,B,B,,Maknae / Supporting Vocal,Presença de palco delicada / visual suave,Técnica vocal/rap/dança ainda em fase inicial
4,Idol,purplekissyuki,Yuki,Purple Kiss,C,B,S,B,B,,Main Rapper / Lead Dancer,Rap técnico e entrega sólida,Vocal principal limitado
4,Idol,purplekissswan,Swan,Purple Kiss,S,C,D,B,B,,Main Vocal / Maknae,Vocal potente / timbre único,Dança mais básica / rap praticamente ausente
4,Idol,purplekissireh,Ireh,Purple Kiss,B,A,D,B,B,,Lead Dancer / Sub Vocal,Coreografia fluida e presença marcante,Rap e liderança menos evidentes
4,Idol,purplekissgoeun,Goeun,Purple Kiss,S,B,D,B,B,,Main Vocal / Lead Dancer / Pop-Rock,Técnica de vocal de topo / presença de palco forte,Rap linha menos desenvolvida
4,Idol,purplekissdosie,Dosie,Purple Kiss,B,A,D,A,B,,Main Dancer / Supporting Vocal,Dança de nível muito alto,Vocal principal poderia ter mais projeção
4,Idol,purplekisschaein,Chaein,Purple Kiss,A,A,D,B,B,,Lead Vocal / Visual,Visual de destaque / boa estabilidade vocal,Dança/rap linha média
5,Idol,queenzeyewonchae,Wonchae,Queenz Eye,B,B,D,B,C,,Leader / Main Dancer / Vocal,Dança de nível elevado / presença frontal / visual forte,Rap e voz principal ainda em refinamento
5,Idol,queenzeyeseovin,Seovin,Queenz Eye,B,B,D,C,C,,Vocal / Supporting Line,Vocais sólidos de suporte / desempenho estável,Dança e rap de nível médio
5,Idol,queenzeyeseoha,Seoha,Queenz Eye,B,B,D,B,C,,Maknae / Supporting Vocal,Potencial visível / presença de grupo,Técnica geral de nível inicial
5,Idol,queenzeyekiirii,Kiirii,Queenz Eye,C,B,D,C,B,,Vocal / International Rookie,Vocais promissores / apelo internacional,Dança/rap ainda em fase de consolidação
5,Idol,queenzeyejinyul,Jinyul,Queenz Eye,B,B,D,B,B,,Dance / Visual Rookie,Dança competente / visual bom,Técnica vocal/rap para desenvolver
5,Idol,queenzeyeahyoon,Ahyoon,Queenz Eye,C,B,B,B,C,,Main Dancer / Rap Focus,Rap potente / entrega forte,Vocal principal e presença de centro menos definidas
5,Idol,rescenezena,Zena,Rescene,B,B,D,B,A,,Dance‐Focus / Youth Pop,Dança acima da média para rookie,Técnica vocal/rap menos refinada
5,Idol,rescenewoni,Woni,Rescene,C,B,D,B,A,,Leader / Pop-Performance,Boa dança / presença de palco forte,Técnica vocal principal ainda em crescimento
5,Idol,resceneminami,Minami,Rescene,A,B,D,B,B,,Lead Vocal / Emotional Pop,Vocal refinado para o período de estreia,Rap e dança com menos destaque inicial
5,Idol,rescenemay,May,Rescene,B,C,D,C,B,,Visual / Supporting Line,Visual forte / estilo distinto,Técnica vocal/rap/dança ainda em fases iniciais
5,Idol,resceneliv,Liv,Rescene,A,C,D,B,B,,Rap / Performance Hybrid,Flow de rap promissor / presença única,Vocais principais menos evidentes
4,Idol,rocketpunchyunkyoung,Yunkyoung,Rocket Punch,B,B,D,C,C,,Color Pop / Youthful Energy,Principal dançarina / movimentos precisos e carisma de palco,Vocais limitados / pouca variedade expressiva
4,Idol,rocketpunchyeonhee,Yeonhee,Rocket Punch,B,B,D,A,B,,Color Pop / Youthful Energy,Líder sólida e equilibrada / presença forte e expressiva,Falta impacto em notas altas
4,Idol,rocketpunchsuyun,Suyun,Rocket Punch,A,B,D,C,C,,Color Pop / Youthful Energy,Melhor vocalista do grupo / excelente alcance e emoção,Falta presença cênica em partes não vocais
4,Idol,rocketpunchsohee,Sohee,Rocket Punch,C,B,C,C,C,,Color Pop / Youthful Energy,Forte em estilos modernos e expressivos / boa conexão com a câmera,Falta consistência respiratória
4,Idol,rocketpunchjuri,Juri,Rocket Punch,B,B,D,B,C,,Color Pop / Youthful Energy,Estável e experiente / forte presença vocal e expressiva,Coreografia menos fluida comparada às mais jovens
4,Idol,rocketpunchdahyun,Dahyun,Rocket Punch,B,B,C,B,B,,Color Pop / Youthful Energy,Equilibrada entre vocal e rap / potencial notável,Ainda em desenvolvimento técnico / estabilidade variável
5,Idol,saymynamesoha,Soha,SAY MY NAME,A,B,D,B,A,,Rap / Bright Pop,Rap entrega boa para rookie,Técnica vocal principal limitada
5,Idol,saymynameshuie,Shuie,SAY MY NAME,D,C,A,C,B,,New Member / Support Hybrid,Boa dança / melhoria visível,Técnica vocal principal ainda em crescimento
5,Idol,saymynameseungjoo,Seungjoo,SAY MY NAME,B,C,D,C,B,,Maknae / Visual Support,Potencial e presença de grupo,Técnica vocal/rap/dança iniciante
5,Idol,saymynamemei,Mei,SAY MY NAME,B,B,D,A,B,,Vocal / Pop Hybrid,Vocais consistentes / bom desempenho de estreia,Dança e rap menos exploradas
5,Idol,saymynamekanny,Kanny,SAY MY NAME,D,B,B,C,B,,Dance / Performance Focus,Dança de nível elevado para rookie,Técnica vocal principal ainda em refinamento
5,Idol,saymynamejunhwi,Junhwi,SAY MY NAME,C,C,C,C,A,,Maknae / Support Line,Potencial visível,Técnicas principais menos maduras
5,Idol,saymynamehitomi,Hitomi,SAY MY NAME,B,B,D,B,B,,Leader / International Pop,Visual forte e presença global / boas funções vocais,Técnica de rap e dança de destaque ainda em construção
5,Idol,saymynamedohee,Dohee,SAY MY NAME,A,B,D,S,A,,Visual / Supporting Vocal,Visual forte / presença de grupo,Técnica vocal/rap/dança ainda emergente
4,Idol,secretnumberzuuformer,Zuu (former),SECRET NUMBER,D,C,D,C,C,,Lead Vocal / Dance Hybrid,Boa dança + vocais confiáveis,Rap pouco explorado
4,Idol,secretnumbersoodamformer,Soodam (former),SECRET NUMBER,C,C,D,B,B,,Vocal / Performance Hybrid,Versatilidade como vocal e presença estável,Rap linha menos forte
4,Idol,secretnumbernavi,Navi,SECRET NUMBER,D,D,D,D,C,,Supporting Vocal / Visual,Potencial visível / presença de grupo crescente,Técnica individual ainda em fase inicial
4,Idol,secretnumberminjiformer,Minji (former),SECRET NUMBER,B,B,D,C,C,,Vocal / Sub Vocal (ex-membro),Vocais estáveis quando ativa,Já ex-membro → atividade encerrada
4,Idol,secretnumberminc,Min C,SECRET NUMBER,D,D,D,D,C,,Rap / Maknae Focus,Rap de destaque para nova formação,Vocais e dança ainda em maturação
4,Idol,secretnumberléaformer,Léa (former),SECRET NUMBER,D,B,D,C,C,,Lead Vocal / Visual (ex-membro),Vocal forte / visual de impacto,Já ex-membro → não está mais em atividade plena
4,Idol,secretnumberjinnyformer,Jinny (former),SECRET NUMBER,D,B,A,B,C,,Rap / Sub Vocal (ex-membro),Rap de destaque durante participação,Menos impacto vocal principal / ex-membro
4,Idol,secretnumberebin,Ebin,SECRET NUMBER,D,D,D,D,C,,Main Vocal / Rookie,Vocal líder promissor,Dança/rap menos desenvolvidos
4,Idol,secretnumberditaformer,Dita (former),SECRET NUMBER,B,A,D,A,B,,Dance / Sub Vocal (ex-membro),Dança excelente / desempenho de palco,Vocal/rap menos dominantes / não mais ativa no grupo
4,Idol,secretnumberdinda,Dinda,SECRET NUMBER,C,C,D,B,B,,Dance / Support Vocal,Dança de nível para rookie,Vocais/rap com menos impacto técnico
4,Idol,secretnumberdeniseformer,Denise (former),SECRET NUMBER,A,B,D,B,C,,Vocal / Maknae Support (ex-membro),Boa voz para debut,Técnica de dança/rap moderada / saiu em 2022
5,Idol,soloistyves,Yves,Soloist,B,S,C,B,C,,Art Pop / R&B / Conceptual,Dancer sofisticada e excelente controle corporal / estilo artístico único,Faixas mais mainstream reduzem seu impacto
4,Idol,soloistleechaeyeon,Lee Chaeyeon,Soloist,A,S,C,C,C,,Performance / Pop Hip-hop,Uma das dançarinas mais técnicas da 4ª geração / presença poderosa e versátil,Voz mais leve / perde projeção em notas agudas longas
4,Idol,soloistkwoneunbi,Kwon Eunbi,Soloist,A,A,C,B,A,,Mature Pop / Elegant Concept,Estilo refinado / controle vocal sólido / e consistência em palco,Movimentos podem parecer contidos em faixas de alta energia
4,Idol,soloistjoyuri,Jo Yuri,Soloist,S,C,D,B,B,,Vocal Pop / Emotional Ballad,Controle vocal impecável / projeção forte e expressividade acima da média / boa intérprete,Performance de palco menos energética em coreografias complexas
4,Idol,soloistjeonsomi,Jeon Somi,Soloist,B,A,C,S,S,,Pop / Hip-hop Fusion,Performer global / carisma forte / domínio total de palco,Por vezes / foco maior em imagem do que em técnica vocal pura
5,Idol,soloistchuu,Chuu,Soloist,S,B,C,B,B,,Bright Pop / R&B,Timidez vocal natural e carisma genuíno / timbre limpo e potente,Coreografias podem parecer suaves demais em conceitos girlcrush
4,Idol,soloistchoiyena,Choi Yena,Soloist,B,B,B,B,B,,Pop Rock / Bright Concept,Performer completa / versátil e carismática / boa rapper melódica,Expressividade vocal menos emocional em baladas
4,Idol,staycyoon,Yoon,STAYC,A,B,D,B,A,,Lead Vocal / Maknae,Visual e presença interessante,Técnica vocal principal/modulo de rap/dança precisa melhorar
4,Idol,staycsumin,Sumin,STAYC,B,B,C,C,B,,Leader / Vocal-Rapper Hybrid,Boa estabilidade vocal + entrega de rap suportada,Técnica de dança de elite ainda pode evoluir
4,Idol,staycsieun,Sieun,STAYC,S,B,A,A,B,,Main Vocal / Visual Front,Vocais de altíssimo nível / presença de palco forte,Rap praticamente ausente / dança precisa de mais destaque
4,Idol,staycseeun,Seeun,STAYC,C,B,D,C,B,,Dance / Support Vocal,Dança de alto nível / presença de palco,Vocais principais abaixo de alguns pares
4,Idol,staycj,J,STAYC,B,B,A,B,B,,Rap / Maknae / Performance Hybrid,Rap de nível competitivo para posição / presença de palco,Técnica vocal principal e dança ainda em fase de refinamento
4,Idol,staycisa,Isa,STAYC,B,B,D,B,A,,Lead Vocal / Visual,Visual expressivo / vocais competentes,Rap/dança técnica menos evidentes
4,Idol,tri.besongsun,Songsun,TRI.BE,A,B,D,B,B,,Girl Crush / Energetic Pop,Estável e refinada no palco / timbre doce com boa projeção / grande controle corporal,Falta impacto vocal em notas agudas potentes
4,Idol,tri.besoeun,Soeun,TRI.BE,C,B,B,C,C,,Girl Crush / Energetic Pop,Muito estável em vocais / boa conexão com a plateia,Falta versatilidade em conceitos mais intensos
4,Idol,tri.bemire,Mire,TRI.BE,B,A,A,A,B,,Girl Crush / Energetic Pop,Boa energia / destaque natural no palco / dança precisa,Falta de controle respiratório em partes rápidas
4,Idol,tri.bekelly,Kelly,TRI.BE,B,B,D,B,A,,Girl Crush / Energetic Pop,Excelente presença e expressão facial / sólida técnica de dança,Timbre vocal limitado / pouco destaque em partes principais
4,Idol,tri.bejinhaformer,Jinha (former),TRI.BE,A,B,D,C,B,,Girl Crush / Energetic Pop,Voz suave / muito estável / contribui para o equilíbrio sonoro do grupo,Pouca energia dançante comparada às outras
4,Idol,tri.bejia,Jia,TRI.BE,B,B,D,C,B,,Girl Crush / Energetic Pop,Movimentos limpos e boa sincronia / carisma natural,Falta projeção vocal / timidez em câmeras centrais
4,Idol,tri.behyunbin,Hyunbin,TRI.BE,C,A,A,B,C,,Girl Crush / Energetic Pop,Boa rapper e dançarina / ótima presença de palco,Técnica vocal inconsistente em performances ao vivo
5,Idol,triplesyubin,Yubin,tripleS,B,A,D,A,B,,Sub-Vocal / Support,Entrega limpinha nas linhas que tem / presença de apoio sólida,Ainda em crescimento para carregar solos longos
5,Idol,triplesyooyeon,Yooyeon,tripleS,C,C,C,S,S,,Center/Visual,Visual line forte / estabilidade vocal segura,Falta dinamismo nas coreografias
5,Idol,triplesxinyu,Xinyu,tripleS,C,B,D,B,S,,Visual / Sub-Vocal,Grande impacto visual e estabilidade vocal nas partes atribuídas,Movimentos coreográficos menos agressivos / projeção variável
5,Idol,triplessullin,Sullin,tripleS,D,C,D,D,B,,Support / Dance (±),Participação de grupo consistente / execução de formação,Exposição limitada em stages / dados de solo escassos (±)
5,Idol,triplessoomin,Soomin,tripleS,B,B,C,B,A,,Support / Rap/Vocal (±),Performance de grupo limpa / suporte em harmonias,Pouca exposição solo / avaliado conservativamente
5,Idol,triplessohyun,Sohyun,tripleS,B,B,B,A,A,,Dance / Support,Excelente sincronização e limpeza em group-dance / confiável na execução,Voz de apoio / poucas linhas solo para destacar
5,Idol,triplesshion,Shion,tripleS,A,B,D,C,B,,Support / Visual (±),Visual expressivo / suporte de performance estável,Poucas lines na era → dados limitados (±)
5,Idol,triplesseoyeon,Seoyeon,tripleS,B,B,D,S,A,,Main Vocal / Center,Controle de fraseado / sustain e presença de câmera / segura os momentos-chave da era,Em alguns cortes / expressão estática / pouca ênfase em dança intensa
5,Idol,triplesseoah,SeoAh,tripleS,B,B,D,C,B,,Support / Visual,Cumpre bem as linhas atribuídas / boa conexão visual,Menos destaque solo / rank conservador
5,Idol,triplesnien,Nien,tripleS,B,B,D,C,A,,Lead Vocal / Support,Melhora perceptível em projeção e estabilidade / performa bem em harmonias,Movimentos coreográficos às vezes mais robustos que fluidos
5,Idol,triplesnakyoung,Nakyoung,tripleS,B,S,B,A,B,,Sub-Vocal / Visual,Afinação segura / entrega consistente nas bridges / boa presença em câmeras,Pouca explosão nos clímaxes / presença de center limitada
5,Idol,triplesmayu,Mayu,tripleS,A,B,D,B,B,,Sub-Vocal / Dance,Leitura rítmica segura / contribui bem a harmonias,Projeção e alcance ainda moderados nas stages
5,Idol,tripleslynn,Lynn,tripleS,C,A,C,C,B,,Sub-Vocal / Visual,Vocais limpos / boa estabilidade em letras / presença visual elegante,Energia de palco às vezes mais reservada / coreos mais simples
5,Idol,tripleskwakyeonji,Kwak Yeonji,tripleS,C,B,D,B,B,,Dance / All-round,Energia coreográfica alta / transições e expressão bem resolvidas,Afinação sob fadiga tem pequenos vacilos (observados em uma stage)
5,Idol,tripleskotone,Kotone,tripleS,B,A,B,B,B,,Dance / Visual,Execução coreográfica consistente / ótima leitura de câmera / muito limpa ao vivo,Alcance vocal em registros graves/baixos ligeiramente restrito
5,Idol,tripleskaede,Kaede,tripleS,A,S,D,B,B,,Main Dancer / Sub-Vocal,Timing e precisão em dança / funciona bem em passagens sincronizadas,Range vocal menos explorado nas stages / pouco solo
5,Idol,triplesjoobin,Joobin,tripleS,B,C,D,C,C,,Support / Dance (±),Integra bem as coreografias / presença regular,Pouca exposição → nota provisória
5,Idol,triplesjiyeon,Jiyeon,tripleS,B,B,D,B,A,,All-round / Support,Bom suporte vocal / posição segura em formações / presença consistente,Falta destaque solo que mostre mais amplitude vocal
5,Idol,triplesjiwoo,Jiwoo,tripleS,A,B,D,B,C,,Main Dancer / Performance,Marca de dança forte / excelente leitura rítmica e presença de palco,Runs vocais longos menos frequentes no setlist — menos oportunidade de brilhar vocalmente
5,Idol,tripleshyerin,Hyerin,tripleS,B,S,D,B,B,,Dance / Rap support,Ritmo e sincronização / preza a musicalidade no fraseado,Não sai muito do formato de suporte / menos solo
5,Idol,tripleshayeon,Hayeon,tripleS,B,B,C,B,B,,Support / Dance (±),Entrosamento no grupo / presença correta,Dados de solo escassos / rank provisório
5,Idol,triplesdahyun,Dahyun,tripleS,S,B,D,B,B,,Lead Vocal / Emotional line,Entrega emotiva e afinação exemplar nas lives / ótimo controle dinâmico,Dança deliberadamente contida pelo concept / menor exposição de solo
5,Idol,tripleschaeyeon,Chaeyeon,tripleS,B,B,D,A,A,,Sub-Vocal / Visual,Entonação estável e presença refinada  / boa em partes melódicas,Em climas muito altos pode perder ligeira potência
5,Idol,tripleschaewon,Chaewon,tripleS,B,B,D,B,B,,Support / Visual (±),Visual forte / contribuições seguras em formações,Poucas linhas  / pouca exposição solo → nota conservadora
5,Idol,unisyunha,Yunha,UNIS,B,B,D,B,B,,Lead Vocal / Dance Hybrid,Vocal de qualidade / dance de suporte,Rap linha moderada
5,Idol,unisyoona,Yoona,UNIS,B,B,B,C,B,,Rap / Dance Focus / Youth Pop,Rap de destaque relativo para o grupo,Vocal principal e presença de centro menos definidas
5,Idol,unisseowon,Seowon,UNIS,S,B,D,B,B,,Maknae / Supporting Vocal,Potencial visível para crescimento,Técnica global ainda emergente
5,Idol,unisnana,Nana,UNIS,B,B,D,B,B,,Main Dancer / Sub Vocal,Excelente em dança / presença forte,Vocais principais ainda em desenvolvimento
5,Idol,uniskotoko,Kotoko,UNIS,B,B,C,A,C,,Rap / Supporting Line,Potencial de rap/performances,Técnica geral menos desenvolvida
5,Idol,unishyeonju,Hyeonju,UNIS,A,B,D,B,B,,Leader / Vocal Focus,Líder com presença de palco / vocal estável,Dança/rap menos dominantes
5,Idol,unisgehlee,Gehlee,UNIS,B,B,D,C,B,,Visual / Sub Vocal,Visual de destaque / boa versatilidade / filiprima,Técnica de rap/vocal principal menos refinada
5,Idol,uniselisia,Elisia,UNIS,S,B,D,C,C,,Main Vocal / International Focus,Vocais bons / apelo global / filiprima,Dança e rap menos marcantes
5,Idol,uspeeryeowon,Yeowon,USPEER,D,B,C,D,C,,Leader / Rap & Performance,Rap forte / dança de nível alto / liderança visível,Técnica vocal principal ainda em desenvolvimento
5,Idol,uspeersoee,Soee,USPEER,C,B,D,B,B,,Vocal / Support,Vocais sólidos para rookie,Dança/rap menos destacados
5,Idol,uspeersian,Sian,USPEER,A,B,D,A,B,,Lead Vocal / Youth Pop,Vocais de qualidade / presença promissora,Ainda desenvolver dança/rap de alto impacto
5,Idol,uspeerseoyu,Seoyu,USPEER,C,A,C,B,B,,Main Dancer / Performance Focus,Dança de nível elevado para rookie,Vocais principais e rap linha média
5,Idol,uspeerroa,Roa,USPEER,A,B,D,B,B,,Maknae / Support,Potencial visível para rookie,Técnica global ainda emergente
5,Idol,uspeerdaon,Daon,USPEER,C,C,D,C,B,,Vocal / Pop Hybrid,Vocais bons / presença estável,Dança/rap ainda em desenvolvimento
5,Idol,uspeerchaena,Chaena,USPEER,B,B,D,C,C,,Visual / Supporting Line,Visual forte / presença nos frames,Técnica vocal/rap/dança menos refinada
5,Idol,vivizumji,Umji,VIVIZ,B,A,D,B,B,,Lead Vocal / Visual,Visual de impacto / versatilidade vocal-dança,Rap/flow menos explorado
5,Idol,vivizsinb,SinB,VIVIZ,B,S,C,B,B,,Main Dancer / Vocal & Performance,Execução de dança de elite / presença de palco forte,Técnica vocal mais moderada comparada à especialização
5,Idol,vivizeunha,Eunha,VIVIZ,A,A,D,B,A,,Main Vocal / Elegant Pop,Técnica vocal de destaque / controle refinado,Dança ligeiramente menos dominante
5,Idol,vvupsuyeon,Suyeon,VVUP,C,C,C,C,C,,Vocal / Visual / Dance Support,Visual de destaque / boa execução em dança/vocal suporte,Rap linha moderada
5,Idol,vvuppaan,Paan,VVUP,C,B,B,B,C,,Main Dancer / Rap & Performance,Dança de nível elevado / rap de destaque,Vocais principais menos distintos
5,Idol,vvupkim,Kim,VVUP,A,B,D,A,B,,Main Vocal / International Pop,Vocais fortes / presença promissora,Rap e dança técnica ainda em crescimento
5,Idol,vvupjiyoon,Jiyoon,VVUP,C,C,D,C,B,,Maknae / Rookie Support,Potencial visível / presença de grupo,Técnica geral ainda emergente
4,Idol,weeeklyzoa,Zoa,Weeekly,C,B,C,B,A,,Bright Youth / Refreshing Pop,Versátil / rap e dança consistentes / presença marcante em câmera,Falta estabilidade vocal sob esforço
4,Idol,weeeklysoojin,Soojin,Weeekly,B,A,C,A,A,,Bright Youth / Refreshing Pop,Líder e main dancer / movimentos extremamente limpos e fluidos / presença magnética,Vocal mediano em notas altas
4,Idol,weeeklysoeun,Soeun,Weeekly,A,A,C,B,C,,Bright Youth / Refreshing Pop,Equilibrada / ótima coreografia e presença constante no centro,Falta destaque individual vocal
4,Idol,weeeklymonday,Monday,Weeekly,S,A,B,B,C,,Bright Youth / Refreshing Pop,Main vocal com excelente técnica e projeção / versátil e confiante,Expressão facial às vezes contida
4,Idol,weeeklyjiyoonformer,Jiyoon (former),Weeekly,B,C,D,C,C,,Bright Youth / Refreshing Pop,Artista multifuncional / excelente domínio de palco e expressão,Falta consistência respiratória em vocais vivos
4,Idol,weeeklyjihan,Jihan,Weeekly,B,B,D,A,B,,Bright Youth / Refreshing Pop,Visual principal / carisma e gestos controlados / melhora vocal notável,Movimentos um pouco contidos em performances fortes
4,Idol,weeeklyjaehee,Jaehee,Weeekly,C,C,D,C,B,,Bright Youth / Refreshing Pop,Visual natural e expressiva / presença cênica gentil,Falta impacto vocal e físico
4,Idol,wooahwooyeon,Wooyeon,WOOAH,B,C,D,B,A,,Lead Vocal / Performance Focus,Vocais bons / presença forte em palco,Coreografia mais básica que a líder
4,Idol,wooahsora,Sora,WOOAH,C,C,D,C,C,,Rap / Dance Hybrid,Rap de destaque / entrega confiável,Vocal principal menos marcado
4,Idol,wooahnana,Nana,WOOAH,B,S,B,S,A,,Leader / All-Rounder,Dança e visual de alto nível / vocal muito estável,Rap linha moderada
4,Idol,wooahminseo,Minseo,WOOAH,A,B,D,B,C,,Maknae / Youth Pop,Potencial visível / presença de grupo,Técnica global de topo ainda em fase de construção
4,Idol,wooahlucy,Lucy,WOOAH,D,B,A,C,C,,Visual / Supporting Vocal,Visual expressivo / dança de nível para suporte,Técnica vocal/rap ainda crescendo
5,Idol,youngposseyeonjung,Yeonjung,YOUNG POSSE,C,B,S,B,C,,Lead Dancer / Performance Focus,Dança de alto nível / presença fluida no palco,Técnica de rap/vocal principal menos destacada
5,Idol,youngpossesunhye,Sunhye,YOUNG POSSE,C,B,S,B,C,,Leader / Rap-&-Dance Hybrid,Boa presença de palco / rap/dança com desempenho forte,Vocais principais ainda em crescimento
5,Idol,youngpossejieun,Jieun,YOUNG POSSE,C,C,A,C,C,,Maknae / Supporting Line,Potencial visível / presença de palco para rookie,Técnicas principais (vocal/rap/dança) ainda em fase inicial
5,Idol,youngpossejiana,Jiana,YOUNG POSSE,B,C,S,B,B,,Main Vocal / Visual,Vocais promissores / visual forte / apelo internacional,Dança/rap linha ainda em aprimoramento
5,Idol,youngpossedoeun,Doeun,YOUNG POSSE,C,C,A,C,C,,Vocal / Rap Support / Youth Pop,Estabilidade vocal de suporte / presença visível,Técnica de rap/dança ainda menos refinada